hörspielID	titel	kurzbeschreibung	beschreibung	metabeschreibung	veröffentlichungsdatum	unvollständig	cover	urlCoverApple	urlCoverKosmos	urlDreifragezeichen	idAppleMusic	idSpotify	idBookbeat	idAmazonMusic	idAmazon	idYouTubeMusic
156	Die geheime Treppe		Warum wurde der junge Wissenschaftler Davy Swann entführt? Und warum nannten ihn die vermummten Täter immer Philippe? Justus, Peter und Bob nehmen die Spur auf. Diese führt in das labyrinthische Gebäude der Universität mit geheimen Treppen und einer düsteren Bibliothek. Hier stoßen die drei ??? auf ein merkwürdiges Buch und seltsame Verse. Natürlich knacken die drei erfolgreichen Detektive aus Rocky Beach das Rätsel. Doch dann fangen die Schwierigkeiten erst an …		2010-05-21	false	1	http://a1.mzstatic.com/us/r30/Music62/v4/50/37/0b/50370b19-33ae-48fa-7f16-e9b76da09513/source	http://web.archive.org/web/20220114180115if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/93/00/af/0886974413820.jpg	https://dreifragezeichen.de/produktwelt/details/die-geheime-treppe	1148669353	79enDMGQWH7LQ5weNB96g7	534777	B01HQ51PCS	B0037W5CQK	MPREb_nuQ2VssDyjl
157	Das Geheimnis der Diva		Seltsame Vorkommnisse überschatten die Proben der Laienspielgruppe "Die Masken" im alten Stadttheater von Rocky Beach: Kulissen verschwinden und eine Schauspielerin wird hinter der Bühne von einem grässlichen Phantom angegriffen. Wer oder was treibt sein Unwesen in dem verwinkelten Theatergebäude? Hängen die Ereignisse mit der international bekannten Schauspielerin Helena Darraz zusammen, die in wenigen Tagen nach Rocky Beach kommen will? Sofort nehmen die drei ??? die Ermittlungen auf.\nUnd es wird gefährlich …		2010-07-09	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/ef/72/07/ef720777-496f-3dae-33b6-b80beb656efe/source	http://web.archive.org/web/20220123153359if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/ae/97/a2/0886974413929.jpg	https://dreifragezeichen.de/produktwelt/details/das-geheimnis-der-diva	1148669725	6RJf8I60kNhnYxlnw7eTGv	534772	B01HQ51AGO	B0037W5CXI	MPREb_7qLD1UxRxVU
158	Stadt der Vampire		Eine riesige Fledermaus versetzt die Kleinstadt Yonderwood in Angst und Schrecken. Nachdem einige Menschen mit Bissspuren und einer Menge Blut in ihren Betten erwacht sind, hat der Großteil der Einwohner bereits das Weite gesucht. Justus, Peter und Bob haben noch nie an Vampire geglaubt. In diesem neuen Fall jedoch scheint es, als müssten die drei berühmten Detektive aus Rocky Beach ihre Meinung ändern …		2010-08-20	false	1	http://a1.mzstatic.com/us/r30/Music62/v4/fe/5e/33/fe5e33bf-593b-1cf7-10e3-4704e2048d60/source	http://web.archive.org/web/20220123153351if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/f5/38/bd/0886974414025.jpg	https://dreifragezeichen.de/produktwelt/details/stadt-der-vampire	1148670271	3HxAtK23R2gFkW000mdaFT	534743	B01HQ53F6M	B0037W5D64	MPREb_9COmyELrPAu
159	und die Fußball-Falle		Der Fußballstar Jeffrey Seaman und seine Mannschaft bereiten sich in Rocky Beach auf ein Mehrländerturnier vor. Doch merkwürdige Zwischenfälle stören das Training und versetzen die Spieler in Angst und Schrecken. Als auch noch der ägyptische Totengott Anubis in den Katakomben unter dem Fußballstadion auftaucht und sein Unwesen treibt, ist klar: Die drei ??? müssen all ihren detektivischen Spürsinn aufbieten, um diesen Fall zu lösen!		2010-10-01	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/0b/86/cf/0b86cfe8-1001-8e9d-8c92-95e041739eaf/source	http://web.archive.org/web/20220115152703if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/42/c9/1e/0886978014122.jpg	https://dreifragezeichen.de/produktwelt/details/und-die-fussball-falle	1148996010	6gxj68DOHRSVlEM4xzwtRy	534774	B01HQGZAAK	B003HEE4M6	MPREb_qJh3CMeJLMd
160	und der dreiTag		Kann ein und derselbe Tag dreimal völlig unterschiedlich verlaufen? Kann ein unscheinbares Detail wie ein Colaglas darüber entscheiden, wie sich alle weiteren Geschehnisse entwickeln? Erlebe, wie Justus, Peter und Bob auf den unheimlichen Fluch der Sheldon Street, die mysteriösen Zeichen der Ritter stoßen und den bedrohlichen Fremden Freund stoßen – und zwar zeitgleich am selben Tag!\nDrei Geschichten von drei Autoren führen dich dreimal durch einen Tag, wie er unterschiedlicher nicht verlaufen könnte.		2010-10-01	false	1	http://a1.mzstatic.com/r40/Music49/v4/9a/dd/ec/9addece3-1886-3728-fd48-67a93c04e5f0/886445749281.jpg		https://dreifragezeichen.de/produktwelt/details/und-der-dreitag	1092548111	3JJeehFIJTxhrltC6e44VT	535017	B01CV19RP4	B003HEE4LM	MPREb_FkxFDU3nyUl
161	Sicht J: Der Fluch der Sheldon Street		Alles beginnt mit dem Kauf eines alten Projektors und der Entdeckung einer schmalen Super-8-Filmrolle. Als die drei Detektive das Fundstück begutachten, entdecken sie die verstörende Aufnahme einer albtraumhaften Gestalt. Schnell stellen die drei ??? fest, dass es um weit mehr geht, als sie zunächst ahnen: Eine ganze Straße scheint unter dem Bann eines düsteren Geheimnisses zu stehen. Doch kaum beginnen Justus, Peter und Bob mit ihren Nachforschungen, da tauchen plötzlich Gegner auf, die ihnen mit allen Mitteln zuvorkommen wollen …			false	0									
162	Sicht B: Im Zeichen der Ritter		Geheimnisvolle Symbole beunruhigen die Bewohner von Rocky Beach. Was steckt hinter den kryptischen Zeichen, die von einer geisterhaften Gestalt nachts an die Häuser gemalt werden? Und warum verhalten sich einige Bewohner der kleinen Küstenstadt so merkwürdig? Ihre ersten Nachforschungen bringen Justus, Peter und vor allem Bob auf die Spur einer mittelalterlichen Ritterlegende. Je intensiver sie sich mit dem Fall beschäftigen, umso klarer scheint, dass ihnen nur wenige Stunden bleiben, um am unheilvollen Freitag den 13. Schlimmeres zu verhindern …			false	0									
163	Sicht P: Fremder Freund		Peter schwebt im siebten Himmel, denn er hat in einem Café Bekanntschaft mit einem großen Fan der drei ??? gemacht. Er wird sogar um ein Autogramm gebeten. Stolz und gut gelaunt verbringt Peter einen tollen Tag mit seinen Freunden, und alles wäre einfach perfekt, wenn er nicht plötzlich diese seltsamen Telefonanrufe und mysteriösen Briefe erhalten würde. Die drei Detektive werden heimlich beobachtet und sogar von einem Unbekannten fotografiert! Was soll das alles? Wer ist dieser seltsame Verfolger? Ist Peters Leben in Gefahr?			false	0									
164	Tödliches Eis		Schnee und Eis, Wölfe und arktische Stürme – das "Nordic Wilderness Race" ist eines der härtesten Schlittenhunderennen der Welt. Als die drei ??? von der Journalistin Carol Ford gefragt werden, ob sie bei der Reportage über das Rennen helfen wollen, sagen die Jungen begeistert zu. Doch damit lassen sie sich auf ein gefährliches Abenteuer ein. Als es zu einem ernsthaften Zwischenfall mit skrupellosen Verbrechern kommt, ist klar: Die drei Detektive müssen schnell handeln, damit dies nicht ihr letzter Fall wird!		2010-12-03	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/1d/5a/52/1d5a529e-e98e-88d1-b629-71e5ca78df23/source	http://web.archive.org/web/20220115045238if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/f5/65/15/0886978014221.jpg	https://dreifragezeichen.de/produktwelt/details/todliches-eis	1148996011	71moidSHTwJsc2N70axEce	534814	B01HQ54PRK	B003HEE4MQ	MPREb_JyudRChmx7m
165	und die Poker-Hölle		Als Justus, Peter und Bob einem jungen Mann helfen wollen, dem in einer Postfiliale Geld gestohlen wurde, geraten sie in die gefährliche Unterwelt von China Town. Zufällig kommen sie einer illegalen Pokerspielhölle auf die Spur. Dabei müssen die drei erfolgreichen Detektive aus Rocky Beach die Erfahrung machen, dass die Beteiligten sehr unangenehm werden, wenn man ihnen in die Karten sieht! Und dann geschieht, was nie hätte geschehen dürfen …		2010-12-03	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/fe/6f/74/fe6f7474-f6ac-95dc-4c9e-e3dd300b37da/source	http://web.archive.org/web/20220111022952if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/65/f5/81/0886978014320.jpg	https://dreifragezeichen.de/produktwelt/details/und-die-poker-holle	1148998456	4Y7Pxv7pzLmKVJowmBwOkd	534773	B01HQ53OMC	B003Y9JNP2	MPREb_BIHeAVgWO5b
166	Zwillinge der Finsternis		Es schneit bei 20° über Null, ein riesiger Erdspalt tut sich über Nacht auf, seltsame Nebel wabern, und ein Mann lässt Flammen aus seiner Hand wachsen: Rocky Beach hat es mit dem Teufel zu tun! Das jedenfalls nimmt Peter an, als er und seine beiden Detektivkollegen in den Fall "Zwillinge der Finsternis" geraten. Zwei in Leder gebundene Bücher sollen satanische Zauberformeln enthalten. Wer sie besitzt, hat teuflische Macht. Und es gibt einige Menschen, die hinter den beiden Büchern her sind. Ein Exemplar wurde bereits gestohlen! Die drei ??? müssen ihren Widersachern schnellstens zuvorkommen, um das Schlimmste zu verhindern …		2011-01-28	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/44/64/25/44642533-90d8-a699-839b-07518cc83a6d/source	http://web.archive.org/web/20220104131536if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/b5/2f/31/0886978014429.jpg	https://dreifragezeichen.de/produktwelt/details/zwillinge-der-finsternis	1156014250	2RxTF6MhAVOtudVNOyHTQz	535016	B01HQ5200O	B004C4IISQ	MPREb_6gOoCKotf3n
167	und die Rache der Samurai		Auf dem Internat Shadow Stone geht es nicht mit rechten Dingen zu. Ein Schüler ist spurlos verschwunden, und die Mitglieder der Samurai-AG, die mit alten japanischen Schwertern kämpfen, verhalten sich mehr als merkwürdig. Um den Fall zu klären, schleusen sich die drei ??? in die Schule ein. Doch schnell bekommen sie zu spüren, dass sie hier unerwünscht sind. Und dann durchschneidet mit gefährlichem Schwung ein Schwert die Luft! – Warum bloß haben die drei Detektive diesen Auftrag angenommen? Warum bloß?		2011-03-04	false	1	http://a1.mzstatic.com/us/r30/Music62/v4/1a/d7/e3/1ad7e31d-1aac-3bc6-c7eb-2a8b27612e77/source	http://web.archive.org/web/20211227022652if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/c0/7e/6d/0886978014528.jpg	https://dreifragezeichen.de/produktwelt/details/die-rache-der-samurai	1148999599	6TjzBTmeDakBgh5NOGj1BC	534832	B01HQ50V14	B004GNH578	MPREb_97OWSH2CP4X
168	Brainwash: Gefangene Gedanken		Als in einer Woche gleich zwei Bekannte der drei ??? verschwinden, vermuten die Jungen, dass die Sekte SynRea dahinter stecken könnte. Um die Vermissten zurückzuholen, fliegen die drei Detektive nach New York und treten in einer Undercover-Aktion der Sekte bei. Schon bald stellt sich heraus, dass die vermissten Jugendlichen tatsächlich dort sind.\nWas jedoch als einfache Rückholaktion geplant war, entpuppt sich zunehmend als unlösbare Mission – denn die Mächte der SynRea-Gruppe scheinen auch von Justus, Peter und Bob Besitz zu ergreifen.	Verschollen, gefunden, endlich veröffentlicht: Eine Geschichte aus dem Jahr 1989 von dem amerikanischen Die drei ???-Autor Peter Lerangis.	2011-04-08	false	1	http://a1.mzstatic.com/r40/Music49/v4/b9/f2/a8/b9f2a801-34a1-4d5d-c745-5ef921fba6cb/886445749403.jpg		https://dreifragezeichen.de/produktwelt/details/brainwash	1092529878	5RBu5WK95Q6BtWfA4o3Vgs	534759	B01CURYW5E	B004IOMF16	MPREb_FGzyAEOzqQq
169	Der Biss der Bestie		Kann eine tote Bestie beißen? Das Skelett des Säbelzahntigers im Naturkundemuseum von Rocky Beach sieht zwar sehr bedrohlich aus, doch dass es den Leiter Dr. Wadleigh attackiert haben soll, kommt den drei ??? äußerst merkwürdig vor. Aber wer oder was treibt dann nachts sein Unwesen im Museum?\nJustus, Peter und Bob gehen den Spuren nach. Und entdecken das Unfassbare …		2011-05-06	false	1	http://a1.mzstatic.com/us/r30/Music62/v4/71/a2/12/71a21215-41b6-b076-8853-c5363f7899e8/source	http://web.archive.org/web/20220114180114if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/66/0b/d5/0886978014627.jpg	https://dreifragezeichen.de/produktwelt/details/der-biss-der-bestie	1148999592	3D9Jf4mdOBoeyrKpffYBvy	534845	B01HQ4Y760	B004OHXAD4	MPREb_8y9X0rwqlOt
170	Grusel auf Campbell Castle		Adam Campbell hat ein schweres Erbe angetreten: Er muss das imposante Schloss seines verstorbenen Vaters in Schuss halten. Bei einer spiritistischen Sitzung meldet sich dessen Geist und spricht von einem sonderbaren Vermächtnis. Natürlich nehmen die drei ??? die Ermittlungen auf. Mit einem Gespenst, davon sind sie überzeugt, haben sie es nicht zu tun! Bis Peter von einer gruseligen schwarzen Hand ins Meer gezogen wird. Erst in letzter Sekunde kann er gerettet werden. Der Zweite Detektiv ahnt Unheilvolles: Wurde er von einem Wassergeist attackiert?		2011-06-24	false	1	http://a1.mzstatic.com/us/r30/Music62/v4/e6/81/2a/e6812a57-2ae7-f2b1-efb4-cc5ef042ccfc/source	http://web.archive.org/web/20211227022651if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/e5/6f/88/0886978014726.jpg	https://dreifragezeichen.de/produktwelt/details/grusel-auf-campbell-castle	1149001066	35aU9bfmxPGdjiRA4JMuFd	534752	B01HQ4WT6U	B004VU04YC	MPREb_MmySQplFkwC
171	und die feurige Flut		Ein schwerer Fluch lastet auf Allie Jamison, einer alten Bekannten der drei ???. Jedenfalls ist sie davon überzeugt. Schon in der nächsten Vollmondnacht soll etwas Schlimmes geschehen! Es gibt nur einen Ausweg: Justus, Peter und Bob müssen ein alchemistisches Rätsel lösen – in nur 24 Stunden. Ihre fieberhaften Ermittlungen führen die drei Detektive in eine Welt von Zauberern und Wahrsagern. Als Justus jedoch in einen Hinterhalt gelockt wird, ist klar: Dieser Fall ist lebensgefährlich!		2011-08-19	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/89/c6/08/89c60854-6977-ef69-4dfb-aa7fc365a9b5/source	http://web.archive.org/web/20211231145706if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/61/f9/53/0886978014825.jpg	https://dreifragezeichen.de/produktwelt/details/und-die-feurige-flut	1149001129	2uOsf31oenHRd4DVxCSjn9	534757	B01HQ5364I	B0050F9Y3O	MPREb_VM8HnZLWbsW
172	House of Horrors: Haus der Angst		Wolltest Du immer schon den drei ??? bei ihren Ermittlungen helfen? Jetzt hast Du die Chance dazu! In der Geisterbahn im Freizeitpark geschehen merkwürdige Dinge. Schreckliche Schreie ertönen, die mit Sicherheit nicht zum Programm dazugehören. Justus, Peter und Bob, die drei jungen Detektive aus Rocky Beach und ihr Auftraggeber Tony müssen schnellstmöglich herausfinden, was dahinter steckt.\nAber Vorsicht: Eine falsche Entscheidung, und sie sind für immer verloren!\n\nEs liegt an Dir: Du kannst den drei ??? und Tony den Weg durch das Haus der Angst schaffen.\nOder auch nicht …	Verschollen, gefunden, endlich auch auf Deutsch veröffentlicht: Eine Geschichte aus dem Jahr 1986 von dem amerikanischen Die drei ???-Autorenpaar Megan und H. William Stine.	2011-08-19	false	1	http://a1.mzstatic.com/r40/Music114/v4/87/73/89/877389c8-2c6a-c40c-7bf1-b3498a8678fb/884977708189.jpg		https://dreifragezeichen.de/produktwelt/details/house-of-horrors	452658930	249qkyRcqMAoKJhXwrTYtE	534863	B005EZMHHU	B0050F9Y48	MPREb_fh8K2BcA1r9
173	Der namenlose Gegner		In dem sonst so idyllischen Ort "Seven Pines" droht ein Nachbarschaftskrieg auszubrechen. Die aufgebrachten Anwohner bitten die drei ??? um Hilfe. Doch Bob wird bei einer nächtlichen Beschattungsaktion verletzt und verliert das Bewusstsein. Als er wieder zu sich kommt, weiß er nicht mehr, wer er ist! Das nutzt ein alter Feind der drei ??? gnadenlos aus. Während der dritte Detektiv nun auf unerwartete Abwege gerät, bekommen Justus und Peter es mit einem gefährlichen Gegner zu tun. Schnell wird aus einem scheinbar harmlosen Routinefall eine harte Probe für das berühmte Trio aus Rocky Beach – womöglich die härteste, die es bisher für sie gegeben hat …		2011-09-30	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/89/fe/eb/89feeb6a-d74e-bf5d-c599-3cea28ef701b/source	http://web.archive.org/web/20220111212304if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/de/5a/de/0886978014924.jpg	https://dreifragezeichen.de/produktwelt/details/der-namenlose-gegner	1149003866	7K7dfMc3VwHOKtENI1BWTD	534783	B01HQ52P5O	B005DIVEFE	MPREb_rhyJ9OEReHa
174	Geisterbucht		Die drei ??? übernehmen und lösen (hoffentlich!) ihren 150sten Fall! In drei atemberaubenden Folgen sind sie dem Rätsel der Geisterbucht auf der Spur! Welches Geheimnis verbirgt sich hinter dem Testament, dass der exzentrische Harry Shreber kurz vor seinem Tod verfasst hat? Führen die verschlüsselten Verse tatsächlich zu Rashuras Schatz (Teil A)? Den drei Detektiven wird nichts anderes übrig bleiben: Sie müssen in Flammendes Wasser (Teil B) hinab tauchen; denn nur in der Tiefe des Meeres kann geklärt werden, warum Der brennende Kristall (Teil C) so viel Unglück über eine große Anzahl Menschen bringen konnte …		2011-11-11	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/a1/dd/63/a1dd63c2-6ffa-437f-99f9-d0741d46ae98/source	http://web.archive.org/web/20211231145707if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/f1/05/71/0886978015020.jpg	https://dreifragezeichen.de/produktwelt/details/geisterbucht-1	1149007411	6cPgVsZ6TPyVIP9BHP5ty5	534776	B01HQGWYJK	B005GJFGR2	MPREb_dZY4ECBQ2ym
175	Rashuras Schatz		Die drei berühmten Detektive aus Rocky Beach müssen ein Rätsel lösen, das ihnen der schrullige Harry Shreber in seinem Testament hinterlassen hat. Schnell finden sie heraus, dass der erste Hinweis in einem schrottreifen Flugzeug in Shrebers Garten versteckt sein könnte. Die Suche nach Rashuras Schatz beginnt – aber Justus, Peter und Bob sind bei weitem nicht die Einzigen, die das Rätsel lösen wollen …			false	0									
176	Flammendes Wasser		Die Spur zu Rashuras Schatz führt die drei ??? hoch in die Berge, tief unter die Erde und hinaus auf die offene See. Aber mit jedem Hinweis wird alles nur noch geheimnisvoller – und gefährlicher! Ein Wettlauf mit der Zeit beginnt …			false	0									
177	Der brennende Kristall		Noch immer haben Justus, Peter und Bob das Rätsel aus dem Testament nicht lösen können. Welche Rolle spielen Moby Dick und der brennende Kristall? Die drei ??? begeben sich zur Geisterbucht, um das Geheimnis zu lüften. Doch sie sind nicht allein! Jeder pokert hoch in diesem Spiel, das nur einer gewinnen kann …			false	0									
178	High Strung: Unter Hochspannung		Justus will bei einer Radioshow 5000 Dollar gewinnen. Die Regeln sehen vor, dass dazu täglich ein Rätsel gelöst und ein Gegenstand eingesammelt werden muss. Wer alles gefunden hat und es zum Sponsor der Sendung bringt, bekommt das Geld. Ein weiterer Preis ist eine alte Gitarre, die aber scheinbar niemand haben will. Plötzlich wird auf dem Schrottplatz eingebrochen und den drei Detektiven ist schnell klar, dass es jemand auf Justus' gesammelte Gegenstände abgesehen hat. Aber wer sollte das sein? Gemeinsam machen sich die drei ??? auf die Suche nach dem Dieb und geraten in ein gefährliches Abenteuer …	Verschollen, gefunden, endlich veröffentlicht: Eine Geschichte aus dem Jahr 1990 von der amerikanischen Die drei ???-Autorin G. H. Stone.	2011-11-11	false	1	http://a1.mzstatic.com/r40/Music49/v4/30/a3/5b/30a35bd3-ae05-4a15-cd1b-674753aee0e2/886445749465.jpg		https://dreifragezeichen.de/produktwelt/details/high-strung	1092538532	2Bxdn8Gn8vEy4UiTOc8cBK	534889	B01CV1DVBK	B005GJFGM2	MPREb_aRhOTg9A4fu
179	Schwarze Sonne		Bei einem Malkurs lernt Bob den sympathischen und begabten Denzel Hopkins kennen. Der Mann wird plötzlich beschuldigt, ein wertvolles Gemälde gestohlen zu haben. Denzel beteuert, das Bild noch nie gesehen zu haben und unschuldig zu sein.\nWie konnte er dann bereits in der Vergangenheit immer wieder ein zentrales Motiv aus diesem Bild malen – die schwarze Sonne?\nDie drei ??? müssen ihren gesamten detektivischen Spürsinn aufbieten, um diesen Fall zu lösen.		2012-01-20	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/7d/96/5d/7d965d85-08b0-7661-0a15-826d455e6923/source	http://web.archive.org/web/20211231145710if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/be/cd/5a/0886979232129.jpg	https://dreifragezeichen.de/produktwelt/details/schwarze-sonne	1149005753	3u0OSCwiOblOhm4dKjwLN5	534797	B01HQ51YQU	B0063N9V4E	MPREb_OUMhf1Wb8if
180	Skateboardfieber		Ein riesiges Skatertreffen findet in Rocky Beach statt. In der Stadt ist die Hölle los, und das nicht nur wegen des Skating-Events: Eine Reihe zwielichtiger Gestalten treibt sich in der Gegend herum, es fallen Schüsse, und niemand weiß genau, wer auf welcher Seite steht.\nEin alter Fall der drei ??? spielt auf einmal wieder eine wichtige Rolle. Und ohne die Hilfe ihrer alten und neuen Freunde könnte dies der letzte Fall für einen der drei Detektive werden …		2012-03-02	false	1	http://a1.mzstatic.com/us/r30/Music91/v4/17/66/cd/1766cd28-f935-f51e-c3a0-3d85edcc2555/source	http://web.archive.org/web/20220123153402if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/65/42/16/0886979232228.jpg	https://dreifragezeichen.de/produktwelt/details/skateboardfieber	1149007296	5iNeANVy4supl8HowB9V2h	534833	B01HQ4ZPI4	B006N2Q7EM	MPREb_FIsjTZgUNVi
181	und das Fußballphantom		Das Fußballstadion brodelt. Die "Los Angeles Hawks" spielen gegen die "Philadelphia Tornados" um den amerikanischen Highschool-Meisterschaftstitel. Peter gerät durch eine Fehlvermittlung zufällig in ein fremdes Handygespräch. Was er mithört, lässt ihm das Blut in den Adern gefrieren. Unversehens müssen die drei ??? einem gefährlichen Erpresser das Handwerk legen. Werden sie die seltsamen Rätsel des Fußballphantoms lösen können? Sie müssen. Das Leben eines Menschen draußen auf dem Spielfeld hängt davon ab.		2012-04-13	false	1	http://a1.mzstatic.com/us/r30/Music62/v4/47/de/60/47de6085-acdd-0cf4-2459-4aef848fdbc5/source	http://web.archive.org/web/20220115045250if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/06/2e/16/0886979232327.jpg	https://dreifragezeichen.de/produktwelt/details/und-das-fussballphantom	1149006848	7nxSEeJiQwI34VwnWT83C9	534755	B01HQ4Y45Y	B006ZJJ7T0	MPREb_YxJwgUP4OyV
182	Botschaft aus der Unterwelt		Dank seiner unfehlbaren Kombinationsgabe hat Justus Jonas wieder einmal einen Fall der drei ??? im Handumdrehen gelöst. Doch kaum ist die Akte geschlossen, bekommen die drei Detektive Post von einem mysteriösen Klienten. Er benennt sich selbst nach Sherlock Holmes' großem Erzfeind "Professor Moriarty" und beauftragt Justus, Peter und Bob, für ihn eine geheimnisvolle Botschaft zu entschlüsseln. Schon bald müssen die drei ??? erfahren, dass sie Figuren in einem gefährlichen Spiel sind: Onkel Titus wird verhaftet, Inspektor Cotta ist unerreichbar – und Moriarty scheint stets einen Schritt voraus zu sein. Aber Justus wäre nicht Justus, wenn er die Herausforderung nicht annehmen würde!		2012-05-18	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/49/f1/6f/49f16f75-7f72-cb50-eecd-ad4436498728/source	http://web.archive.org/web/20220106180919if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/d2/9a/16/0886979232426.jpg	https://dreifragezeichen.de/produktwelt/details/botschaft-aus-der-unterwelt	1149010695	3uggg8gNlh1kpBxLeOfFTV	534744	B01HQH0V3A	B0071J4AEU	MPREb_1EY3YpiLSIw
183	und der Meister des Todes		Das alte Haus an der Küste hat einst einem Marionettenspieler gehört. Der perfekte Drehort für ihren Horrorfilm, finden die drei ??? und ihre Kollegen aus dem Filmkurs. Schließlich hängen die unheimlichen Puppen immer noch an den Wänden. Als es in ihrer Nähe zu mysteriösen Ereignissen kommt, glauben Justus, Peter und Bob zunächst nicht an Magie. Doch dann gerät ausgerechnet einer der Detektive in den Bann einer düsteren Macht. Haben die Marionetten ihre Finger im Spiel? Oder zieht jemand anderes im Hintergrund die Fäden?		2012-07-13	false	1	http://a1.mzstatic.com/us/r30/Music62/v4/0b/11/b0/0b11b09e-b129-c754-54c3-f402f09b2f02/source	http://web.archive.org/web/20220111212303if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/46/e0/98/0886979232525.jpg	https://dreifragezeichen.de/produktwelt/details/und-der-meister-des-todes	1149012184	623V90QowsF4WSqV3cHGKf	534841	B01HQH0NQU	B0071J4APY	MPREb_aMFGlYhe1fi
184	Im Netz des Drachen		"Dragoncourt", das Anwesen des exzentrischen Spiele-Programmierers Stephen Baron, steht zum Verkauf.\nDer Mann ist schwer erkrankt und hat sich nach Europa zurückgezogen. Doch der mit dem Verkauf der Immobilie beauftragte Makler ist verzweifelt, denn seltsame Dinge geschehen auf "Dragoncourt". Ganz klar: Hier müssen die drei erfolgreichen Detektive aus Rocky Beach ermitteln! Die Recherchen führen Justus, Bob und Peter in die fantastische Welt des Online-Games "Im Land der Drachen". Und schnell wird aus einem scheinbar harmlosen Spiel eine tödliche Gefahr: Alles deutet darauf hin, dass die virtuellen Figuren den Weg in die Wirklichkeit gefunden haben und hier ihr Unwesen treiben …		2012-08-24	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/d3/04/70/d304706a-e440-a98e-b198-fb94c5be8527/source	http://web.archive.org/web/20220114180113if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/be/a6/7c/0886979232624.jpg	https://dreifragezeichen.de/produktwelt/details/im-netz-des-drachen	1149012208	78wUIvkGT2CdWW0ngeEy8V	534857	B01HQGY2J0	B0071J4AYK	MPREb_ECEvZojXScN
185	Im Zeichen der Schlangen		Auf dem Schrottplatz laufen die Vorbereitungen für eine große Auktion auf Hochtouren. Plötzlich erscheint ein bedrohlicher Riese und beauftragt die drei Detektive mit einem geheimnisvollen Fall. Die Spur führt immer tiefer in längst vergangene Zeiten.\nNoch ahnen Justus, Peter und Bob nicht, dass sie schon bald in einen Strudel gefährlicher Ereignisse geraten werden. Doch mysteriöse Rätsel, nächtliche Beschatter, geisterhafter Rauch und ein bewaffnetes Phantom machen den drei ??? schnell klar, dass ihr ganzes Können gefordert ist, um nicht auf der Strecke zu bleiben. Nichts ist so, wie es auf den ersten Blick scheint …		2012-09-28	false	1	http://a1.mzstatic.com/us/r30/Music71/v4/28/c9/e5/28c9e542-efd4-0224-0714-07583b1136a1/source	http://web.archive.org/web/20220104131534if_/https://s3.eu-central-1.amazonaws.com/kosmos.de/media/image/e8/1f/c7/0886979232723.jpg	https://dreifragezeichen.de/produktwelt/details/im-zeichen-der-schlangen	1149014146	0pdXEEgKjfh4H0aZg4IOTS	534829	B01HQGYAQ0	B0071J4B76	MPREb_Udnqg1Stfxl
186	und die Geisterlampe		Das gab es noch nie:\n12 Mini-Fälle der drei ???.\nDie drei Autoren Kari Erlhoff, Hendrik Buchna und Marco Sonnleitner erzählen 12 kurze Geschichten, die die drei jungen Detektive aus Rocky Beach teilweise auch mal von ein paar ganz anderen Seiten zeigen.		2012-09-28	false	1			https://dreifragezeichen.de/produktwelt/details/und-die-geisterlampe	1092546618	1nL3AddBvZ845zMyXRowgs	534932	B01CV1B34M	B008L8OG8K	MPREb_OapVHfFET5a
187	und die Geisterlampe		Mr. Vancura ist Schauspieler und sammelt alles, was mit dem Orient zu tun hat. Sein ganzer Stolz ist eine Wunderlampe, in der ein richtiger Dschinn lebt. Aber der Dschinn ist verschwunden …		2011-12-02	false	0									
